view_count,wishlist_add_count,cart_add_count,buy_count,price_change_pct
54,4,8,2,4.87
12,1,2,0,2.68
5,0,0,0,-1.58
5,2,0,0,-0.5
15,2,0,1,3.67
3,0,0,0,-2.36
14,1,3,0,3.81
2,0,0,0,-2.42
1,0,0,0,-2.75
12,0,4,1,4.62
45,6,7,3,4.81
41,9,6,2,4.96
2,0,1,0,-1.77
17,0,1,0,2.92
55,7,3,0,4.84
4,0,0,0,-1.86
1,0,0,0,-2.69
16,2,3,1,4.84
50,5,1,0,5.0
3,0,0,0,-2.01
15,0,2,0,3.15
4,0,0,0,-1.88
14,1,4,0,4.18
43,6,3,2,4.82
19,2,2,0,4.39
15,5,1,0,4.4
17,1,1,0,3.38
36,9,7,0,4.77
48,7,5,1,4.95
17,2,1,0,3.53
4,0,2,0,-0.05
14,0,0,1,2.69
3,0,0,0,-1.99
1,1,0,0,-2.45
45,5,3,0,4.81
44,6,4,2,4.82
4,0,0,0,-2.07
36,6,6,3,4.99
16,4,2,0,4.45
17,3,2,1,4.6
6,1,1,0,0.2
1,0,0,0,-2.6
21,2,3,0,4.85
19,2,1,0,3.88
39,5,3,1,5.0
45,5,5,3,5.0
3,0,0,0,-2.06
13,3,2,1,4.59
13,1,0,0,1.66
40,6,5,2,4.97
2,0,0,0,-2.48
4,1,1,0,-0.12
12,0,1,1,2.68
43,5,1,3,4.98
18,0,3,0,4.16
4,1,0,1,0.44
18,2,0,0,3.0
1,0,0,0,-2.68
0,0,0,0,-3.0
3,0,0,0,-1.99
3,0,0,0,-2.17
3,0,0,0,-2.15
15,2,1,0,3.21
3,0,0,0,-2.23
8,3,2,0,3.1
7,1,0,0,-0.04
47,2,7,2,5.0
20,0,0,0,2.9
6,0,0,0,-1.41
17,0,1,0,2.94
4,0,1,0,-1.01
2,1,0,0,-2.01
1,0,0,0,-2.79
37,4,2,2,5.0
0,0,0,1,-1.4
51,9,3,1,5.0
46,8,1,2,5.0
1,1,0,0,-2.15
45,7,4,0,5.0
16,2,3,1,4.58
2,1,2,0,-0.18
4,0,0,0,-2.05
13,3,1,1,4.13
41,7,7,1,5.0
12,2,1,0,3.01
13,1,2,0,3.3
14,1,1,0,2.75
5,1,0,0,-0.74
1,1,0,0,-2.14
4,0,1,0,-0.86
5,0,0,1,0.47
4,0,0,0,-2.0
6,0,1,0,-0.42
12,3,1,1,3.78
12,2,0,0,1.98
17,2,2,3,4.98
2,0,1,0,-1.67
52,4,5,2,5.0
13,0,1,1,3.2
14,1,7,0,4.88
2,0,0,0,-2.52
3,1,0,0,-1.61
3,0,0,0,-2.12
2,0,0,0,-2.52
19,0,3,1,4.45
1,1,0,0,-2.03
7,0,0,0,-1.06
20,1,2,1,4.62
5,0,0,0,-1.86
8,2,1,0,1.68
16,2,1,1,4.19
43,13,4,2,4.91
3,2,0,0,-0.76
16,0,1,0,2.72
11,1,2,1,3.58
3,1,0,0,-1.67
6,0,0,0,-1.41
13,0,2,1,3.6
4,1,0,0,-1.37
50,5,3,1,4.86
33,9,4,0,4.96
2,2,0,0,-1.32
12,3,2,0,3.53
10,3,3,1,4.57
9,1,3,0,2.82
4,0,0,0,-1.88
13,2,1,1,4.05
45,3,8,0,4.98
27,4,3,1,4.79
9,3,1,0,2.45
4,1,0,0,-1.2
4,0,0,0,-2.09
4,1,0,0,-1.37
2,0,2,0,-0.67
2,1,0,0,-1.88
3,0,0,0,-2.29
2,0,0,0,-2.66
16,1,1,1,3.85
14,1,2,2,4.52
2,0,0,0,-2.29
14,3,0,0,2.62
15,2,2,0,3.79
53,6,3,3,5.0
5,1,0,0,-0.58
48,4,5,0,4.67
1,2,0,0,-1.53
18,1,0,0,2.84
3,0,0,0,-2.27
2,0,0,0,-2.32
2,0,0,0,-2.5
3,1,0,1,0.26
18,2,0,0,3.33
18,1,2,1,4.51
58,6,6,3,4.97
18,3,0,1,4.57
19,4,1,0,4.14
4,1,1,0,-0.32
1,1,0,0,-2.3
6,0,0,0,-1.49
4,0,0,0,-1.99
37,5,5,2,4.96
4,0,0,0,-1.97
43,6,2,1,5.0
2,0,0,0,-2.77
44,7,3,1,5.0
1,0,0,0,-2.39
15,2,3,0,4.14
5,1,1,0,0.11
15,1,1,0,2.94
38,8,6,2,4.69
3,1,0,0,-1.74
5,2,0,0,-0.54
13,1,0,1,2.86
19,3,2,0,4.74
13,4,4,0,4.42
2,0,1,0,-1.69
41,6,4,3,5.0
18,0,0,1,3.43
1,0,1,0,-1.79
60,6,6,4,5.0
1,1,0,0,-2.08
3,1,0,0,-1.84
15,3,3,0,4.28
12,3,0,0,2.39
1,0,0,0,-2.83
4,0,0,0,-1.85
3,0,0,0,-2.03
24,3,4,1,4.97
1,0,0,0,-2.83
2,0,1,0,-1.52
44,10,3,0,5.0
2,0,0,0,-2.37
2,0,0,0,-2.32
0,0,0,0,-2.89
5,1,0,0,-0.71
2,0,1,0,-1.66
14,2,2,0,3.44
17,3,3,1,4.58
6,1,0,0,-0.41
2,0,1,0,-1.46
41,6,3,1,4.92
4,4,0,1,2.27
19,2,2,0,4.18
41,7,5,2,4.8
2,0,0,0,-2.34
2,0,0,0,-2.33
43,7,5,1,5.0
5,0,0,0,-1.74
10,2,3,0,3.35
13,4,3,0,4.38
0,0,0,0,-2.98
4,0,0,0,-1.88
19,1,3,0,4.73
51,12,8,2,5.0
2,0,0,0,-2.34
1,0,1,0,-1.78
7,0,0,0,-0.96
45,7,4,0,5.0
13,2,2,0,3.3
2,0,1,0,-1.55
13,2,2,2,4.52
1,0,1,0,-1.86
6,0,0,0,-1.23
3,0,1,0,-1.48
9,3,1,0,2.25
6,0,0,0,-1.36
2,0,0,0,-2.44
1,0,1,0,-2.0
4,1,0,0,-0.87
0,0,0,1,-1.44
3,0,0,0,-2.36
0,0,0,0,-2.92
33,5,6,1,4.98
46,7,3,1,5.0
3,0,0,0,-2.33
52,8,5,5,4.98
12,1,0,0,1.06
2,0,1,0,-1.68
5,1,0,0,-1.1
16,3,5,0,4.71
62,9,3,1,5.0
42,8,8,2,5.0
3,1,0,0,-1.69
40,6,3,0,4.95
46,9,7,0,4.88
46,10,11,1,5.0
5,0,1,0,-0.84
15,2,0,2,4.41
1,3,0,0,-0.79
1,0,0,0,-2.77
4,0,1,0,-1.04
3,0,0,1,-0.6
2,0,0,0,-2.63
9,0,0,0,-0.38
2,0,0,0,-2.4
18,0,1,0,2.93
1,0,1,0,-2.02
2,1,0,0,-1.9
16,2,2,2,4.5
1,0,1,0,-1.63
51,5,3,4,4.88
9,5,2,1,4.47
2,0,0,0,-2.44
16,2,3,0,4.2
3,0,0,0,-2.05
2,0,2,0,-0.47
4,1,0,0,-1.11
8,0,0,0,-0.43
12,1,2,0,3.16
2,0,0,0,-2.73
6,0,0,0,-1.08
10,1,0,1,2.09
3,0,0,0,-2.07
3,1,1,0,-0.68
17,1,1,0,3.28
4,0,0,0,-1.79
48,0,6,0,5.0
10,5,2,0,3.83
16,4,1,0,4.26
43,7,6,1,5.0
1,0,0,0,-2.69
1,0,0,0,-2.52
18,2,3,0,4.39
11,1,1,2,3.82
46,7,6,2,4.81
16,3,2,0,4.31
1,0,0,0,-2.82
51,5,9,0,5.0
7,0,0,0,-0.77
15,1,4,2,4.9
3,0,0,0,-2.46
13,1,1,1,3.43
16,2,0,0,2.88
12,0,0,1,1.99
4,1,0,0,-1.23
19,3,0,0,3.73
4,0,0,0,-1.61
17,1,0,1,3.52
0,0,0,0,-2.62
17,0,1,0,2.75
18,3,1,0,3.93
12,3,1,0,3.29
4,0,0,0,-1.75
1,0,0,0,-2.73
1,1,1,0,-1.34
37,13,2,0,4.9
52,8,3,1,4.92
2,0,0,0,-2.28
2,0,1,0,-1.42
12,4,1,0,3.68
17,1,0,0,2.83
45,3,4,4,5.0
11,2,2,0,3.23
2,0,0,0,-2.7
1,2,0,0,-1.8
44,6,4,0,4.88
13,3,3,0,4.06
4,1,0,0,-0.9
3,1,1,0,-0.28
16,3,0,1,4.04
3,0,0,0,-2.41
2,0,1,0,-1.92
3,0,1,0,-1.21
6,0,0,0,-1.18
1,1,0,0,-2.07
13,2,0,0,2.24
6,1,0,0,-0.82
13,2,1,0,2.95
1,1,1,0,-1.07
17,2,1,0,3.34
19,3,3,0,4.42
43,7,6,3,4.93
3,0,0,0,-2.02
3,0,0,0,-2.33
1,1,1,0,-1.06
3,0,0,0,-2.12
5,0,0,0,-1.73
46,8,2,0,5.0
21,2,2,1,4.75
13,1,2,1,3.96
9,2,2,1,3.8
4,1,0,0,-1.23
1,0,0,0,-3.05
13,3,4,0,4.5
3,0,0,0,-2.25
16,1,3,0,4.1
4,0,0,0,-1.85
54,6,5,2,4.86
1,1,0,0,-2.29
0,0,0,0,-2.89
14,2,1,0,3.08
3,1,0,0,-1.48
3,2,0,0,-0.75
0,0,0,0,-2.79
20,4,2,0,4.75
20,2,0,0,3.55
19,5,1,1,4.83
3,0,0,0,-1.89
13,6,2,1,4.55
12,3,1,0,2.93
0,0,0,0,-2.84
5,0,0,0,-1.21
16,1,1,1,3.72
15,2,1,0,3.2
18,2,1,0,3.64
2,0,0,0,-2.47
14,1,1,0,3.04
4,0,0,0,-1.81
17,3,1,0,3.88
1,0,1,0,-1.88
2,0,0,0,-2.44
28,0,0,1,4.81
2,0,1,0,-1.92
14,6,2,1,4.69
2,0,0,0,-2.54
14,3,1,0,3.54
4,0,0,1,-0.25
4,1,0,0,-1.28
4,0,0,0,-1.95
13,2,1,0,3.11
4,0,0,0,-1.92
1,0,0,0,-2.67
19,1,1,0,3.66
16,1,1,0,3.3
47,7,2,1,4.86
18,3,2,0,4.34
3,0,0,0,-2.49
42,10,5,0,5.0
4,1,0,0,-1.13
18,1,0,0,3.11
8,0,3,3,4.58
4,0,0,0,-1.8
3,0,0,1,-0.58
1,0,0,0,-2.49
5,0,0,0,-1.27
13,2,1,0,2.89
21,0,0,0,2.97
3,1,2,0,0.19
3,0,0,0,-2.35
14,0,2,0,3.03
5,4,1,1,3.48
3,0,0,0,-2.07
13,4,1,0,3.56
23,3,1,0,4.62
16,4,2,0,4.32
3,1,0,0,-1.39
1,0,0,0,-2.7
18,1,0,0,2.97
34,3,4,1,4.74
15,0,0,0,1.59
20,5,3,0,4.49
2,0,0,0,-2.46
5,0,1,0,-0.77
6,1,0,0,-0.39
2,0,1,0,-1.47
4,0,0,0,-1.95
50,8,6,0,5.0
42,10,7,3,5.0
2,0,0,0,-2.74
11,1,1,0,1.93
3,0,0,0,-2.33
14,1,0,2,4.14
15,0,2,1,3.87
49,5,6,1,5.0
1,0,1,0,-1.8
4,0,0,0,-1.69
20,2,1,1,4.58
1,1,0,0,-1.86
33,4,6,0,4.89
46,7,9,1,5.0
47,2,5,0,5.0
37,5,5,3,4.73
52,3,3,0,4.91
17,0,3,0,3.96
2,2,1,0,-0.79
17,3,3,1,4.56
2,0,1,0,-1.6
46,5,7,4,4.89
40,9,3,2,4.99
5,0,0,0,-1.31
44,4,4,0,4.92
10,3,1,1,3.62
3,0,2,0,-0.47
4,0,0,0,-1.63
1,0,1,0,-1.96
3,0,0,0,-2.05
3,0,0,0,-2.23
23,3,0,0,4.29
47,4,3,1,5.0
3,0,1,0,-1.44
3,0,0,0,-2.17
44,8,9,2,5.0
4,0,0,0,-2.01
3,0,0,0,-2.17
43,5,4,1,5.0
48,6,7,3,5.0
4,0,0,0,-2.01
18,2,2,0,4.28
3,1,0,0,-1.5
4,0,0,0,-2.04
1,0,0,0,-2.68
13,0,2,0,2.67
17,2,1,0,3.6
50,4,7,3,5.0
17,2,2,1,4.29
4,0,0,0,-2.18
10,1,1,0,1.8
5,1,0,0,-1.11
0,2,0,0,-1.7
15,1,2,0,3.43
11,1,3,1,3.97
3,0,1,0,-1.16
5,0,0,0,-1.48
29,3,3,1,4.9
5,0,1,0,-0.5
1,0,0,0,-2.73
9,1,0,0,0.47
1,0,0,0,-2.68
4,0,0,0,-1.85
16,2,2,2,4.73
15,5,1,0,3.96
6,1,0,0,-0.71
1,1,0,0,-2.27
4,0,0,0,-1.69
52,6,8,1,4.83
56,4,4,2,5.0
3,0,1,0,-1.45
17,4,1,1,4.36
13,1,2,0,3.26
5,0,0,0,-1.57
3,1,0,0,-1.67
9,3,3,0,3.61
1,0,0,0,-2.67
3,0,0,0,-2.04
10,0,1,0,0.77
4,0,0,0,-1.8
34,13,6,1,5.0
2,1,0,0,-1.7
6,0,0,0,-1.34
20,1,1,0,3.69
12,1,2,0,3.09
55,5,6,2,5.0
16,0,2,0,3.14
0,0,0,0,-2.67
11,2,2,0,3.0
50,4,2,3,5.0
4,1,0,0,-1.25
2,0,0,0,-2.41
2,0,0,0,-2.58
2,3,0,0,-0.56
3,0,0,0,-2.05
21,2,1,0,4.13
55,6,4,2,4.83
52,7,9,3,4.72
4,0,0,0,-1.77
43,6,7,2,4.81
19,1,1,0,3.46
2,0,0,0,-2.57
4,0,0,0,-1.84
2,0,0,1,-0.7
1,1,0,0,-2.22
20,3,0,1,4.3
21,2,2,3,5.0
43,3,4,2,4.79
17,1,2,0,3.65
49,7,9,1,5.0
3,0,0,0,-1.93
2,0,0,0,-2.31
17,3,3,0,4.85
50,6,12,1,4.91
42,5,8,3,5.0
3,0,0,0,-2.52
2,0,0,0,-2.44
4,0,0,0,-1.94
11,1,3,0,3.49
3,0,0,0,-2.2
15,3,3,0,4.42
3,0,0,0,-2.27
41,4,2,0,5.0
24,5,5,4,5.0
2,0,0,0,-2.34
2,0,1,0,-1.6
4,0,0,0,-1.99
2,1,1,0,-0.93
16,3,0,1,3.99
1,0,0,0,-2.72
3,0,0,0,-2.1
19,2,3,0,4.8
15,0,0,0,1.64
16,3,0,1,4.04
2,1,1,0,-0.83
17,1,3,1,4.48
7,0,1,0,0.06
4,1,0,0,-1.03
45,4,4,2,5.0
55,12,11,1,5.0
4,0,1,0,-1.02
6,0,0,1,0.27
3,0,0,0,-2.16
11,3,1,1,3.79
18,1,0,0,2.91
16,4,1,0,3.96
4,0,0,0,-1.97
45,3,2,3,4.94
5,0,1,0,-0.55
16,2,0,1,3.91
18,4,0,2,4.65
14,2,1,1,3.73
1,1,0,0,-2.12
45,6,2,0,4.91
57,5,5,1,4.96
15,2,1,0,3.17
4,0,0,0,-1.83
13,1,1,4,5.0
15,3,2,2,4.61
3,0,0,0,-2.45
39,7,3,0,4.67
1,0,0,0,-2.49
4,0,0,0,-2.15
45,7,4,1,5.0
3,0,0,0,-2.33
12,2,2,1,4.08
2,0,0,0,-2.31
14,1,0,0,1.92
0,0,1,0,-2.2
3,1,0,1,-0.12
50,4,4,3,5.0
5,1,0,0,-0.88
18,4,0,1,4.46
1,0,1,0,-1.92
18,3,1,0,4.04
3,0,0,0,-2.52
0,0,0,0,-2.85
6,0,0,0,-1.16
9,1,3,0,2.83
3,0,0,0,-2.04
18,2,1,0,3.68
2,1,0,1,-0.18
5,0,1,0,-0.89
2,2,0,0,-1.37
47,6,8,2,5.0
20,2,1,0,3.97
40,9,2,0,4.58
11,0,1,0,1.45
24,0,3,2,4.83
12,1,0,1,2.65
41,3,5,0,5.0
9,1,2,0,2.21
21,1,0,0,3.55
40,1,4,0,4.85
42,6,1,3,5.0
37,4,3,0,5.0
0,1,0,0,-2.23
2,1,0,0,-1.99
57,5,4,1,4.96
4,0,1,0,-1.06
20,1,0,0,3.21
12,1,0,0,1.19
3,0,0,0,-2.02
1,0,2,0,-1.05
3,1,1,0,-0.58
45,3,7,1,4.83
6,1,0,0,-0.78
19,3,0,0,4.02
4,0,0,0,-1.8
18,1,2,0,3.93
53,13,10,1,4.92
46,3,4,0,4.86
17,0,1,0,2.98
2,0,1,0,-1.84
3,0,0,0,-2.0
6,0,0,0,-1.09
13,1,2,0,3.1
7,0,0,0,-0.99
3,0,1,0,-1.22
21,0,7,1,4.97
5,0,0,0,-1.5
15,2,4,0,4.32
36,8,6,3,5.0
19,6,1,0,4.76
13,4,2,1,4.62
4,0,0,0,-2.05
16,3,2,1,4.37
1,0,0,0,-2.66
2,1,0,0,-1.79
4,0,0,0,-1.96
4,0,2,0,-0.07
2,0,0,0,-2.14
5,0,0,0,-1.62
5,0,0,0,-1.69
13,2,1,1,3.49
25,3,1,0,4.78
15,1,0,0,2.41
17,3,0,0,3.28
3,2,0,0,-1.17
18,0,2,1,4.58
13,0,0,2,3.67
3,2,0,0,-1.18
11,2,3,1,4.31
6,0,0,0,-1.25
2,0,0,0,-2.6
54,3,3,1,5.0
13,0,2,0,2.87
13,0,2,0,2.49
14,4,0,0,3.4
1,0,0,0,-2.79
14,2,3,1,4.45
1,0,0,0,-2.74
53,9,5,7,4.95
11,3,2,1,4.35
4,1,0,0,-1.17
4,0,0,0,-1.74
8,1,2,0,1.96
19,3,2,0,4.38
14,1,0,1,3.31
8,2,2,0,2.6
15,1,2,0,3.24
8,2,2,0,2.6
52,4,8,3,5.0
8,4,3,0,3.82
2,1,0,0,-2.02
13,2,2,1,4.05
3,1,0,0,-1.42
47,6,4,1,4.8
2,2,0,0,-1.24
21,2,2,0,4.32
4,0,2,0,0.13
17,1,6,0,4.52
1,0,0,0,-2.83
1,0,2,0,-1.04
45,5,6,1,5.0
2,0,0,0,-2.57
2,0,1,0,-1.54
19,2,1,0,4.11
17,2,2,1,4.52
5,1,0,0,-1.01
36,2,1,3,5.0
2,1,0,0,-2.02
46,8,9,1,4.89
11,4,1,1,3.87
43,7,3,2,5.0
41,4,3,1,5.0
3,1,0,1,-0.2
20,1,2,0,4.07
16,3,1,1,4.38
14,1,1,1,3.65
23,1,4,0,4.8
19,1,2,0,3.97
15,2,4,0,4.59
1,0,0,0,-2.84
2,0,0,0,-2.25
17,2,2,0,4.07
2,0,0,0,-2.65
5,0,0,0,-1.6
15,2,1,0,3.19
2,0,0,0,-2.36
9,1,4,1,4.38
4,2,0,0,-0.92
4,0,0,0,-1.81
36,1,5,2,4.98
46,10,1,3,4.87
2,0,0,1,-0.83
16,2,3,0,4.3
10,1,0,1,2.22
10,0,1,0,1.1
13,3,0,0,2.75
17,0,1,0,3.28
6,1,0,1,1.2
1,0,0,0,-2.95
30,2,2,1,5.0
0,0,0,0,-2.95
4,1,0,0,-1.39
24,1,1,0,4.09
40,6,8,1,5.0
10,3,1,1,3.47
3,0,1,0,-1.3
1,0,1,0,-1.73
18,1,1,0,3.54
4,1,0,0,-1.43
38,10,0,2,4.96
49,5,6,0,4.94
8,0,0,0,-0.76
2,1,0,0,-1.75
17,5,1,1,4.5
45,2,8,1,5.0
13,1,4,0,4.2
4,0,0,0,-2.06
39,4,2,1,4.97
3,0,0,0,-2.22
4,0,1,0,-0.88
1,1,0,0,-2.39
1,1,1,0,-1.07
9,1,0,0,0.44
38,7,5,3,4.79
2,0,0,1,-1.08
1,1,0,0,-2.08
18,2,2,0,4.33
1,0,0,0,-2.8
5,0,0,0,-1.7
3,0,1,0,-1.22
46,6,7,2,4.93
18,1,1,0,3.39
7,2,0,0,0.44
3,0,0,0,-2.14
4,1,0,0,-0.91
21,3,1,2,4.64
15,4,1,1,4.19
5,0,0,0,-1.72
4,0,0,0,-1.67
1,0,0,0,-2.63
52,2,3,3,5.0
4,0,0,0,-1.81
3,0,0,0,-2.3
47,5,6,2,5.0
54,3,5,2,5.0
0,0,0,0,-2.76
4,0,0,0,-1.9
22,1,2,0,4.25
12,2,0,1,3.06
2,0,0,0,-2.33
17,2,0,1,3.7
38,5,3,2,4.95
3,0,0,0,-1.95
2,1,0,0,-1.92
39,4,5,2,5.0
2,0,1,0,-1.42
13,2,2,0,3.58
15,3,0,0,3.14
12,2,2,0,3.51
14,2,0,0,2.43
49,5,4,1,4.81
18,2,1,0,3.89
16,2,2,0,3.97
46,5,5,2,5.0
21,1,1,0,4.07
15,3,0,0,3.22
13,1,0,0,1.56
1,0,1,0,-2.04
4,0,0,0,-1.9
6,3,2,0,2.24
13,0,3,0,3.08
46,8,5,1,4.85
4,0,1,0,-1.04
2,1,0,0,-1.65
36,1,6,2,5.0
2,0,0,0,-2.48
2,2,0,0,-1.23
16,3,3,0,4.28
5,0,0,0,-1.55
4,0,0,0,-1.81
3,1,0,0,-1.86
11,2,0,0,1.68
47,3,3,0,5.0
2,0,0,0,-2.6
2,1,0,0,-1.65
3,0,0,0,-2.09
19,4,0,1,4.42
14,6,0,1,4.43
47,5,7,4,4.9
3,0,0,0,-2.31
12,1,0,0,1.23
17,1,6,0,5.0
4,0,2,0,-0.2
16,2,1,0,3.47
13,2,2,0,3.37
3,0,1,0,-1.33
19,3,0,1,4.49
12,1,4,0,3.99
11,3,3,0,3.98
15,1,0,0,2.14
15,3,1,0,3.64
2,0,0,0,-2.36
2,0,0,1,-0.94
1,0,1,0,-1.77
13,1,2,1,3.99
2,0,1,0,-1.67
3,0,2,0,-0.14
3,0,0,0,-2.53
40,3,6,2,5.0
4,0,0,0,-1.58
10,1,0,1,2.22
13,1,1,1,3.63
4,0,0,0,-2.15
6,0,0,0,-1.09
9,2,1,0,2.18
20,3,3,0,4.74
16,0,0,1,3.14
1,0,2,0,-1.11
12,0,6,0,4.36
6,0,2,0,0.7
3,1,0,0,-1.68
1,0,1,0,-1.85
2,1,0,0,-1.78
16,3,1,0,3.9
4,0,1,0,-1.03
1,1,0,0,-2.13
5,0,0,0,-1.69
4,0,0,1,-0.13
2,2,0,0,-1.34
6,0,0,0,-1.21
1,0,0,0,-2.9
42,6,5,0,4.92
46,8,1,3,4.81
16,2,0,0,2.95
2,0,0,0,-2.53
45,6,6,2,5.0
3,0,0,0,-1.99
3,0,0,0,-2.07
41,4,7,1,4.87
16,3,0,1,4.09
4,0,1,0,-1.13
4,1,1,0,-0.5
16,1,3,0,3.91
4,0,1,0,-1.02
0,0,0,0,-2.98
5,0,0,0,-1.68
3,0,0,0,-2.2
0,0,1,0,-1.93
4,0,0,0,-1.7
15,2,2,0,3.97
10,3,2,0,3.24
10,5,2,0,3.81
2,0,0,0,-2.26
0,2,0,0,-2.07
68,6,6,1,4.92
49,5,7,1,5.0
15,1,0,0,2.13
0,0,0,0,-2.76
1,0,0,0,-2.8
2,1,1,0,-1.05
4,1,0,0,-1.55
3,0,0,0,-2.13
52,5,4,1,4.62
1,0,0,0,-2.86
2,0,0,0,-2.34
11,4,4,1,4.79
2,0,0,0,-2.49
16,1,0,0,2.34
11,2,1,0,2.31
17,7,3,0,4.69
13,3,5,0,4.71
20,4,2,0,4.34
11,1,3,0,3.38
3,0,0,0,-2.0
4,0,0,0,-1.95
3,0,0,1,-0.55
5,0,0,0,-1.57
0,0,0,0,-2.74
3,0,0,0,-1.85
19,1,3,0,4.5
14,1,2,1,3.71
1,0,0,0,-2.96
3,0,0,0,-2.18
3,0,0,0,-2.4
1,1,0,0,-2.13
2,0,0,0,-2.46
3,1,0,0,-1.38
1,1,0,0,-2.08
3,1,0,0,-1.73
5,1,1,1,1.71
5,1,0,0,-0.92
9,1,1,1,2.68
5,1,0,1,0.58
21,1,1,0,4.06
6,0,0,0,-1.32
9,3,2,0,3.25
4,0,0,0,-1.93
4,2,0,0,-0.71
44,7,4,2,5.0
2,1,0,0,-1.75
11,2,1,0,2.51
2,0,0,0,-2.25
18,3,1,0,4.01
50,5,6,1,5.0
2,0,0,0,-2.27
7,0,0,0,-1.24
54,4,5,2,4.93
4,0,1,0,-1.1
46,8,4,0,4.98
2,0,0,0,-2.27
6,2,1,0,0.86
16,3,1,0,3.82
1,0,0,0,-2.45
21,0,1,1,4.15
2,0,0,0,-2.58
4,0,1,0,-1.04
11,1,3,1,3.73
26,3,2,0,4.61
1,0,0,0,-2.83
22,2,0,0,3.61
19,0,0,1,3.62
8,1,1,1,2.45
15,0,1,0,2.36
16,0,1,0,2.68
3,0,0,0,-2.4
16,1,4,0,4.65
16,3,2,0,4.13
20,2,0,1,4.38
1,0,0,0,-2.53
18,3,1,1,4.43
42,4,4,1,4.97
11,1,2,0,2.82
1,1,0,0,-2.26
10,3,3,1,4.62
10,1,2,1,3.41
19,3,2,0,4.65
17,2,2,0,4.21
13,1,2,1,4.03
3,0,0,0,-2.12
12,2,0,0,2.03
5,1,1,1,1.61
38,2,4,0,4.87
2,0,0,0,-2.69
3,1,0,0,-1.69
2,0,0,0,-2.32
10,6,0,0,3.25
12,3,0,1,3.19
2,0,0,0,-2.49
9,2,4,0,3.92
43,7,7,1,4.81
3,0,0,0,-2.14
39,5,5,1,4.92
7,0,0,0,-0.94
12,2,3,0,3.95
9,3,4,0,4.26
38,6,7,3,5.0
3,0,1,0,-1.18
7,5,0,1,3.41
3,0,0,0,-2.4
50,2,7,3,4.87
36,2,2,1,5.0
52,6,7,1,5.0
1,1,0,2,0.94
2,0,0,0,-2.6
45,5,6,5,5.0
5,0,0,0,-1.59
17,0,2,1,4.02
9,1,1,0,1.22
50,5,4,1,5.0
4,2,0,0,-0.52
1,1,0,0,-2.28
3,0,0,0,-1.98
4,0,1,0,-0.92
2,0,1,0,-1.62
14,1,1,0,2.57
4,0,1,0,-0.84
13,1,0,0,1.76
12,6,2,1,4.75
7,2,1,1,2.73
9,1,0,0,0.22
14,3,2,1,4.36
32,3,2,2,4.91
3,0,0,0,-2.38
4,1,0,0,-1.24
14,0,0,1,2.67
34,6,3,1,5.0
13,2,0,0,2.37
43,6,5,1,4.73
2,0,0,0,-2.46
3,0,0,0,-2.23
1,0,0,0,-2.54
3,0,0,0,-2.36
5,0,0,0,-1.61
0,2,0,0,-1.92
18,1,2,0,3.85
2,2,0,0,-1.25
16,4,1,1,4.48
1,0,0,0,-2.82
2,0,1,0,-1.76
4,0,0,0,-2.09
1,0,0,0,-2.68
33,6,5,0,5.0
2,0,0,0,-2.61
0,1,1,0,-1.46
18,2,0,0,3.14
16,2,0,0,2.81
48,5,3,0,5.0
16,2,0,0,3.09
20,2,3,1,4.94
11,3,2,0,3.6
12,1,1,0,1.87
54,6,4,0,4.98
19,1,0,1,3.77
0,1,2,0,-0.62
15,2,1,0,3.0
38,5,1,1,4.89
2,0,0,0,-2.57
18,3,1,0,4.1
13,1,2,0,3.13
5,1,0,1,0.36
15,1,2,0,3.4
14,1,1,0,2.76
19,1,2,0,3.91
18,4,0,0,4.16
2,0,0,0,-2.17
3,0,0,0,-2.27
18,1,1,1,4.18
22,1,0,0,3.95
2,0,0,0,-2.37
5,0,0,0,-1.53
17,4,3,1,4.64
2,1,0,0,-1.82
5,1,0,0,-1.08
18,1,3,1,4.73
43,3,4,1,4.93
1,0,0,0,-2.71
20,3,3,0,4.55
5,0,0,0,-1.85
2,0,2,1,1.03
2,1,3,0,0.9
45,5,7,1,4.97
30,2,2,2,5.0
5,1,0,0,-1.16
11,3,1,1,3.82
11,3,0,2,4.39
42,7,7,0,4.85
4,0,0,0,-2.3
10,2,3,1,4.46
47,5,2,1,5.0
24,2,0,0,4.26
14,2,2,1,4.32
3,1,1,0,-0.84
2,0,1,0,-1.69
45,6,7,1,4.99
16,2,0,1,3.46
21,3,0,0,4.24
13,1,0,1,2.94
3,0,0,0,-2.11
15,1,4,0,4.15
13,3,1,2,4.24
16,1,1,0,3.47
3,1,1,0,-0.64
1,0,0,0,-2.53
16,1,0,0,2.52
6,2,1,0,1.08
3,0,0,0,-2.01
16,1,2,0,3.45
1,0,0,0,-2.88
18,2,0,0,3.06
10,1,1,1,2.87
48,8,4,1,5.0
1,0,0,0,-2.79
3,1,1,0,-0.63
2,1,0,0,-1.76
3,1,0,0,-2.08
5,1,0,0,-0.95
4,0,0,0,-1.54
4,0,0,0,-1.97
13,3,0,1,3.61
14,3,0,0,2.75
2,0,0,0,-2.38
50,6,1,0,5.0
2,0,0,0,-2.49
3,0,0,0,-2.37
1,0,0,0,-2.53
1,1,0,0,-2.28
6,4,3,0,3.51
2,1,1,0,-0.73
15,0,1,0,2.47
32,6,2,0,5.0
